"","procode"
"9744",50807
"9745",50807
"9746",50807
"9747",50807
"9748",50807
"9749",50807
"9750",50807
"9751",50807
"9752",50807
"9753",50807
"9754",50807
"9755",50807
"9756",50807
"9757",50807
"9758",50807
"9759",50807
"9760",50807
"9761",50807
"9762",50807
"9763",50807
"9764",50807
"9765",50807
"9766",50807
"9767",50807
"9768",50807
"9769",50807
"9770",50807
"9771",50807
"9772",50807
"9773",50807
"9774",50807
"9775",50807
"9776",50807
"9777",50807
"9778",50807
"9779",50807
"9780",50807
"9781",50807
"9782",50807
"9783",50807
"9784",50807
"9785",50807
"9786",50807
"9787",50807
"9788",50807
"9789",50807
"9790",50807
"9791",50807
"9792",50807
"9793",50807
"9794",50807
"9795",50807
"9796",50807
"9797",50807
"9798",50807
"9799",50807
"9800",50807
"9801",50807
"9802",50807
"9803",50807
"9804",50807
"9805",50807
"9806",50807
"9807",50807
"9808",50807
"9809",50807
"9810",50807
"9811",50807
"9812",50807
"9813",50807
"9814",50807
"9815",50807
"9816",50807
"9817",50807
"9818",50807
"9819",50807
"9820",50807
"9821",50807
"9822",50807
"9823",50807
"9824",50807
"9825",50807
"9826",50807
"9827",50807
"9828",50807
"9829",50807
"9830",50807
"9831",50807
"9832",50807
"9833",50807
"9834",50807
"9835",50807
"9836",50807
"9837",50807
"9838",50807
"9839",50807
"9840",50807
"9841",50807
"9842",50807
"9843",50807
"9844",50807
"9845",50807
"9846",50807
"9847",50807
"9848",50807
"9849",50807
"9850",50807
"9851",50807
"9852",50807
"9853",50807
"9854",50807
"9855",50807
"9856",50807
"9857",50807
"9858",50807
"9859",50807
"9860",50807
"9861",50807
"9862",50807
"9863",50807
"9864",50807
"9865",50807
"9866",50807
"9867",50807
"9868",50807
"9869",50807
"9870",50807
"9871",50807
"9872",50807
"9873",50807
"9874",50807
"9875",50807
"9876",50807
"9877",50807
"9878",50807
"9879",50807
"9880",50807
"9881",50807
"9882",50807
"9883",50807
"9884",50807
"9885",50807
"9886",50807
"9887",50807
"9888",50807
"9889",50807
"9890",50807
"9891",50807
"9892",50807
"9893",50807
"9894",50807
"9895",50807
"9896",50807
"9897",50807
"9898",50807
"9899",50807
"9900",50807
"9901",50807
"9902",50807
"9903",50807
"9904",50807
"9905",50807
"9906",50807
"9907",50807
"9908",50807
"9909",50807
"9910",50807
"9911",50807
"9912",50807
"9913",50807
"9914",50807
"9915",50807
"9916",50807
"9917",50807
"9918",50807
"9919",50807
"9920",50807
"9921",50807
"9922",50807
"9923",50807
"9924",50807
"9925",50807
"9926",50807
"9927",50807
"9928",50807
"9929",50807
"9930",50807
"9931",50807
"9932",50807
"9933",50807
"9934",50807
"9935",50807
"9936",50807
"9937",50807
"9938",50807
"9939",50807
"9940",50807
"9941",50807
"9942",50807
"9943",50807
"9944",50807
"9945",50807
"9946",50807
"9947",50807
"9948",50807
"9949",50807
"9950",50807
"9951",50807
"9952",50807
"9953",50807
"9954",50807
"9955",50807
"9956",50807
"9957",50807
"9958",50807
"9959",50807
"9960",50807
"9961",50807
"9962",50807
"9963",50807
"9964",50807
"9965",50807
"9966",50807
"9967",50807
"9968",50807
"9969",50807
"9970",50807
"9971",50807
"9972",50807
"9973",50807
"9974",50807
"9975",50807
"9976",50807
"9977",50807
"9978",50807
"9979",50807
"9980",50807
"9981",50807
"9982",50807
"9983",50807
"9984",50807
"9985",50807
"9986",50807
"9987",50807
"9988",50807
"9989",50807
"9990",50807
"9991",82560
"9992",82560
"9993",82560
"9994",82560
"9995",82560
"9996",82560
"9997",82560
"9998",82560
"9999",82560
"10000",82560
"10001",82560
"10002",82560
"10003",82560
"10004",82560
"10005",82560
"10006",82560
"10007",82560
"10008",82560
"10009",82560
"10010",82560
"10011",82560
"10012",82560
"10013",82560
"10014",82560
"10015",82560
"10016",82560
"10017",82560
"10018",82560
"10019",82560
"10020",82560
"10021",82560
"10022",82560
"10023",82560
"10024",82560
"10025",82560
"10026",82560
"10027",82560
"10028",82560
"10029",82560
"10030",82560
"10031",82560
"10032",82560
"10033",82560
"10034",82560
"10035",82560
"10036",82560
"10037",82560
"10038",82560
"10039",82560
"10040",82560
"10041",82560
"10042",82560
"10043",82560
"10044",82560
"10045",82560
"10046",82560
"10047",82560
"10048",82560
"10049",82560
"10050",82560
"10051",82560
"10052",82560
"10053",82560
"10054",82560
"10055",82560
"10056",82560
"10057",82560
"10058",82560
"10059",82560
"10060",82560
"10061",82560
"10062",82560
"10063",82560
"10064",82560
"10065",82560
"10066",82560
"10067",82560
"10068",82560
"10069",82560
"10070",82560
"10071",82560
"10072",82560
"10073",82560
"10074",82560
"10075",82560
"10076",82560
"10077",82560
"10078",82560
"10079",82560
"10080",82560
"10081",82560
"10082",82560
"10083",82560
"10084",82560
"10085",82560
"10086",82560
"10087",82560
"10088",82560
"10089",82560
"10090",82560
"10091",82560
"10092",82560
"10093",82560
"10094",82560
"10095",82560
"10096",82560
"10097",82560
"10098",82560
"10099",82560
"10100",82560
"10101",82560
"10102",82560
"10103",82560
"10104",82560
"10105",82560
"10106",82560
"10107",82560
"10108",82560
"10109",82560
"10110",82560
"10111",82560
"10112",82560
"10113",82560
"10114",82560
"10115",82560
"10116",82560
"10117",82560
"10118",82560
"10119",82560
"10120",82560
"10121",82560
"10122",82560
"10123",82560
"10124",82560
"10125",82560
"10126",82560
"10127",82560
"10128",82560
"10129",82560
"10130",82560
"10131",82560
"10132",82560
"10133",82560
"10134",82560
"10135",82560
"10136",82560
"10137",82560
"10138",82560
"10139",82560
"10140",82560
"10141",82560
"10142",82560
"10143",82560
"10144",82560
"10145",82560
"10146",82560
"10147",82560
"10148",82560
"10149",82560
"10150",82560
"10151",82560
"10152",82560
"10153",82560
"10154",82560
"10155",82560
"10156",82560
"10157",82560
"10158",82560
"10159",82560
"10160",82560
"10161",82560
"10162",82560
"10163",82560
"10164",82560
"10165",82560
"10166",82560
"10167",82560
"10168",82560
"10169",82560
"10170",82560
"10171",82560
"10172",82560
"10173",82560
"10174",82560
"10175",82560
"10176",82560
"10177",82560
"10178",82560
"10179",82560
"10180",82560
"10181",82560
"10182",82560
"10183",82560
"10184",82560
"10185",82560
"10186",82560
"10187",82560
"10188",82560
"10189",82560
"10190",82560
"10191",82560
"10192",82560
"10193",82560
"10194",82560
"10195",82560
"10196",82560
"10197",82560
"10198",82560
"10199",82560
"10200",82560
"10201",82560
"10202",82560
"10203",82560
"10204",82560
"10205",82560
"10206",82560
"10207",82560
"10208",82560
"10209",82560
"10210",82560
"10211",82560
"10212",82560
"10213",82560
"10214",82560
"10215",82560
"10216",82560
"10217",82560
"10218",82560
"10219",82560
"10220",82560
"10221",82560
"10222",82560
"10223",82560
"10224",82560
"10225",82560
"10226",82560
"10227",82560
"10228",82560
"10229",82560
"10230",82560
"10231",82560
"10232",82560
"10233",82560
"10234",82560
"10235",82560
"10236",82560
"10237",82560
"10238",82560
"10239",82560
"10240",82560
"10241",82560
"10242",82560
"10243",82560
"10244",82560
"10245",82560
"10246",82560
"10247",82560
"10248",82560
"10249",82560
"10250",82560
"10251",82560
"10252",82560
"10253",82560
"10254",82560
"10255",82560
"10256",82560
"10257",82560
"10258",82560
"10259",82560
"10260",82560
"10261",82560
"10262",82560
"10263",82560
"10264",82560
"10265",82560
"10266",82560
"10267",82560
"10268",82560
"10269",82560
"10270",82560
"10271",82560
"10272",82560
"10273",82560
"10274",82560
"10275",82560
"10276",82560
"10277",82560
"10278",82560
"10279",82560
"10280",82560
"10281",82560
"10282",82560
"10283",82560
"10284",82560
"10285",82560
"10286",82560
"10287",82560
"10288",82560
"10289",82560
"10290",82560
"10291",82560
"10292",82560
"10293",82560
"10294",82560
"10295",82560
"10296",82560
"10297",82560
"10298",82560
"10299",82560
"10300",82560
"10301",82560
"10302",82560
"10303",82560
"10304",82560
"10305",82560
"10306",82560
"10307",82560
"10308",82560
"10309",82560
"10310",82560
"10311",82560
"10312",82560
"10313",82560
"10314",82560
"10315",82560
"10316",82560
"10317",82560
"10318",82560
"10319",82560
"10320",82560
"10321",82560
"10322",82560
"10323",82560
"10324",82560
"10325",82560
"10326",82560
"10327",82560
"10328",82560
"10329",82560
"10330",82560
"10331",82560
"10332",82560
"10333",82560
"10334",82560
"10335",82560
"10336",82560
"10337",82560
"10338",82560
"10339",82560
"10340",82560
"10341",82560
"10342",82560
"10343",82560
"10344",82560
"10345",82560
"10346",82560
"10347",82560
"10348",82560
"10349",82560
"10350",82560
"10351",82560
"10352",82560
"10353",82560
"10354",82560
"10355",82560
"10356",82560
"10357",82560
"10358",82560
"10359",82560
"10360",82560
"10361",82560
"10362",82560
"10363",82560
"10364",82560
"10365",82560
"10366",82560
"10367",82560
"10368",82560
"10369",82560
"10370",82560
"10371",82560
"10372",82560
"10373",82560
"10374",82560
"10375",82560
"10376",82560
"10377",82560
"10378",82560
"10379",82560
"10380",82560
"10381",82560
"10382",82560
"10383",82560
"10384",82560
"10385",82560
"10386",82560
"10387",82560
"10388",82560
"10389",82560
"10390",82560
"10391",82560
"10392",82560
"10393",82560
"10394",82560
"10395",82560
"10396",82560
"10397",82560
"10398",82560
"10399",82560
"10400",82560
"10401",82560
"10402",82560
"10403",82560
"10404",82560
"10405",82560
"10406",82560
"10407",82560
"10408",82560
"10409",82560
"10410",82560
"10411",82560
"10412",82560
"10413",82560
"10414",82560
"10415",82560
"10416",82560
"10417",82560
"10418",82560
"10419",82560
"10420",82560
"10421",82560
"10422",82560
"10423",82560
"10424",82560
"10425",82560
"10426",82560
"10427",82560
"10428",82560
"10429",82560
"10430",82560
"10431",82560
"10432",82560
"10433",82560
"10434",82560
"10435",82560
"10436",82560
"10437",82560
"10438",82560
"10439",82560
"10440",82560
"10441",82560
"10442",82560
"10443",82560
"10444",82560
"10445",82560
"10446",82560
"10447",82560
"10448",82560
"10449",82560
"10450",82560
"10451",82560
"10452",82560
"10453",82560
"10454",82560
"10455",82560
"10456",82560
"10457",82560
"10458",82560
"10459",82560
"10460",82560
"10461",82560
"10462",82560
"10463",82560
"10464",82560
"10465",82560
"10466",82560
"10467",82560
"10468",82560
"10469",82560
"10470",82560
"10471",82560
"10472",82560
"10473",82560
"10474",82560
"10475",82560
"10476",82560
"10477",82560
"10478",82560
"10479",82560
"10480",82560
"10481",82560
"10482",82560
"10483",82560
"10484",82560
"10485",82560
"10486",82560
"10487",82560
"10488",82560
"10489",82560
"10490",82560
"10491",82560
"10492",82560
"10493",82560
"10494",82560
"10495",82560
"10496",82560
"10497",82560
"10498",82560
"10499",82560
"10500",82560
"10501",82560
"10502",82560
"10503",82560
"10504",82560
"10505",82560
"10506",82560
"10507",82560
"10508",82560
"10509",82560
"10510",82560
"10511",82560
"10512",82560
"10513",82560
"10514",82560
"10515",82560
"10516",82560
"10517",82560
"10518",82560
"10519",82560
"10520",82560
"10521",82560
"10522",82560
"10523",82560
"10524",82560
"10525",82560
"10526",82560
"10527",82560
"10528",82560
"10529",82560
"10530",82560
"10531",82560
"10532",82560
"10533",82560
"10534",82560
"10535",82560
"10536",82560
"10537",82560
"10538",82560
"10539",82560
"10540",82560
"10541",82560
"10542",82560
"10543",82560
"10544",82560
"10545",82560
"10546",82560
"10547",82560
"10548",82560
"10549",82560
"10550",82560
"10551",82560
"10552",82560
"10553",82560
"10554",82560
"10555",82560
"10556",82560
"10557",82560
"10558",82560
"10559",82560
"10560",82560
"10561",82560
"10562",82560
"10563",82560
"10564",82560
"10565",82560
"10566",82560
"10567",82560
"10568",82560
"10569",82560
"10570",82560
"10571",82560
"10572",82560
"10573",82560
"10574",82560
"10575",82560
"10576",82560
"10577",82560
"10578",82560
"10579",82560
"10580",82560
"10581",82560
"10582",82560
"10583",82560
"10584",82560
"10585",82560
"10586",82560
"10587",82560
"10588",82560
"10589",82560
"10590",82560
"10591",82560
"10592",82560
"10593",82560
"10594",82560
"10595",82560
"10596",82560
"10597",82560
"10598",82560
"10599",82560
"10600",82560
"10601",82560
"10602",82560
"10603",82560
"10604",82560
"10605",82560
"10606",82560
"10607",82560
"10608",82560
"10609",82560
"10610",82560
"10611",82560
"10612",82560
"10613",82560
"10614",82560
"10615",82560
"10616",82560
"10617",82560
"10618",82560
"10619",82560
"10620",82560
"10621",82560
"10622",82560
"10623",82560
"10624",82560
"10625",82560
"10626",82560
"10627",82560
"10628",82560
"10629",82560
"10630",82560
"10631",82560
"10632",82560
"10633",82560
"10634",82560
"10635",82560
"10636",82560
"10637",82560
"10638",82560
"10639",82560
"10640",82560
"10641",82560
"10642",82560
"10643",82560
"10644",82560
"10645",82560
"10646",82560
"10647",82560
"10648",82560
"10649",82560
"10650",82560
"10651",82560
"10652",82560
"10653",82560
"10654",82560
"10655",82560
"10656",82560
"10657",82560
"10658",82560
"10659",82560
"10660",82560
"10661",82560
"10662",82560
"10663",82560
"10664",82560
"10665",82560
"10666",82560
"10667",82560
"10668",82560
"10669",82560
"10670",82560
"10671",82560
"10672",82560
"10673",82560
"10674",82560
"10675",82560
"10676",82560
"10677",82560
"10678",82560
"10679",82560
"10680",82560
"10681",82560
"10682",82560
"10683",82560
"10684",82560
"10685",82560
"10686",82560
"10687",82560
"10688",82560
"10689",82560
"10690",82560
"10691",82560
"10692",82560
"10693",82560
"10694",82560
"10695",82560
"10696",82560
"10697",82560
"10698",82560
"10699",82560
"10700",82560
"10701",82560
"10702",82560
"10703",82560
"10704",82560
"10705",82560
"10706",82560
"10707",82560
"10708",82560
"10709",82560
"10710",82560
"10711",82560
"10712",82560
"10713",82560
"10714",82560
"10715",82560
"10716",82560
"10717",82560
"10718",82560
"10719",82560
"10720",82560
"10721",82560
"10722",82560
"10723",82560
"10724",82560
"10725",82560
"10726",82560
"10727",82560
"10728",82560
"10729",82560
"10730",82560
"10731",82560
"10732",82560
"10733",82560
"10734",82560
"10735",82560
"10736",82560
"10737",82560
"10738",82560
"10739",82560
"10740",82560
"10741",82560
"10742",82560
"10743",82560
"10744",82560
"10745",82560
"10746",82560
"10747",82560
"10748",82560
"10749",82560
"10750",82560
"10751",82560
"10752",82560
"10753",82560
"10754",82560
"10755",82560
"10756",82560
"10757",82560
"10758",82560
"10759",82560
"10760",82560
"10761",82560
"10762",82560
"10763",82560
"10764",82560
"10765",82560
"10766",82560
"10767",82560
"10768",82560
"10769",82560
"10770",82560
"10771",82560
"10772",82560
"10773",82560
"10774",82560
"10775",82560
"10776",82560
"10777",82560
"10778",82560
"10779",82560
"10780",82560
"10781",82560
"10782",82560
"10783",82560
"10784",82560
"10785",82560
"10786",82560
"10787",82560
"10788",82560
"10789",82560
"10790",82560
"10791",82560
"10792",82560
"10793",82560
"10794",82560
"10795",82560
"10796",82560
"10797",82560
"10798",82560
"10799",82560
"10800",82560
"10801",82560
"10802",82560
"10803",82560
"10804",82560
"10805",82560
"10806",82560
"10807",82560
"10808",82560
"10809",82560
"10810",82560
"10811",82560
"10812",82560
"10813",82560
"10814",82560
"10815",82560
"10816",82560
"10817",82560
"10818",82560
"10819",82560
"10820",82560
"10821",82560
"10822",82560
"10823",82560
"10824",82560
"10825",82560
"10826",82560
"10827",82560
"10828",82560
"10829",82560
"10830",82560
"10831",82560
"10832",82560
"10833",82560
"10834",82560
"10835",82560
"10836",82560
"10837",82560
"10838",82560
"10839",82560
"10840",82560
"10841",82560
"10842",82560
"10843",82560
"10844",82560
"10845",82560
"10846",82560
"10847",82560
"10848",82560
"10849",82560
"10850",82560
"10851",82560
"10852",82560
"10853",82560
"10854",82560
"10855",82560
"10856",82560
"10857",82560
"10858",82560
"10859",82560
"10860",82560
"10861",82560
"10862",82560
"10863",82560
"10864",82560
"10865",82560
"10866",82560
"10867",82560
"10868",82560
"10869",82560
"10870",82560
"10871",82560
"10872",82560
"10873",82560
"10874",82560
"10875",82560
"10876",82560
"10877",82560
"10878",82560
"10879",82560
"10880",82560
"10881",82560
"10882",82560
"10883",82560
"10884",82560
"10885",82560
"10886",82560
"10887",82560
"10888",82560
"10889",82560
"10890",82560
"10891",82560
"10892",82560
"10893",82560
"10894",82560
"10895",82560
"10896",82560
"10897",82560
"10898",82560
"10899",82560
"10900",82560
"10901",82560
"10902",82560
"10903",82560
"10904",82560
"10905",82560
"10906",82560
"10907",82560
"10908",82560
"10909",82560
"10910",82560
"10911",82560
"10912",82560
"10913",82560
"10914",82560
"10915",82560
"10916",82560
"10917",82560
"10918",82560
"10919",82560
"10920",82560
"10921",82560
"10922",82560
"10923",82560
"10924",82560
"10925",82560
"10926",82560
"10927",82560
"10928",82560
"10929",82560
"10930",82560
"10931",82560
"10932",82560
"10933",82560
"10934",82560
"10935",82560
"10936",82560
"10937",82560
"10938",82560
"10939",82560
"10940",82560
"10941",82560
"10942",82560
"10943",82560
"10944",82560
"10945",82560
"10946",82560
"10947",82560
"10948",82560
"10949",82560
"10950",82560
"10951",82560
"10952",82560
"10953",82560
"10954",82560
"10955",82560
"10956",82560
"10957",82560
"10958",82560
"10959",82560
"10960",82560
"10961",82560
"10962",82560
"10963",82560
"10964",82560
"10965",82560
"10966",82560
"10967",82560
"10968",82560
"10969",82560
"10970",82560
"10971",82560
"10972",82560
"10973",82560
"10974",82560
"10975",82560
"10976",82560
"10977",82560
"10978",82560
"10979",82560
"10980",82560
"10981",82560
"10982",82560
"10983",82560
"10984",82560
"10985",82560
"10986",82560
"10987",82560
"10988",82560
"10989",82560
"10990",82560
"10991",82560
"10992",82560
"10993",82560
"10994",82560
"10995",82560
"10996",82560
"10997",82560
"10998",82560
"10999",82560
"11000",82560
"11001",82560
"11002",82560
"11003",82560
"11004",82560
"11005",82560
"11006",82560
"11007",82560
"11008",82560
"11009",82560
"11010",82560
"11011",82560
"11012",82560
"11013",82560
"11014",82560
"11015",82560
"11016",82560
"11017",82560
"11018",82560
"11019",82560
"11020",82560
"11021",82560
"11022",82560
"11023",82560
"11024",82560
"11025",82560
"11026",82560
"11027",82560
"11028",82560
"11029",82560
"11030",82560
"11031",82560
"11032",82560
"11033",82560
"11034",82560
"11035",82560
"11036",82560
"11037",82560
"11038",82560
"11039",82560
"11040",82560
"11041",82560
"11042",82560
"11043",82560
"11044",82560
"11045",82560
"11046",82560
"11047",82560
"11048",82560
"11049",82560
"11050",82560
"11051",82560
"11052",82560
"11053",82560
"11054",82560
"11055",82560
"11056",82560
"11057",82560
"11058",82560
"11059",82560
"11060",82560
"11061",82560
"11062",82560
"11063",82560
"11064",82560
"11065",82560
"11066",82560
"11067",82560
"11068",82560
"11069",82560
"11070",82560
"11071",82560
"11072",82560
"11073",82560
"11074",82560
"11075",82560
"11076",82560
"11077",82560
"11078",82560
"11079",82560
"11080",82560
"11081",82560
"11082",82560
"11083",82560
"11084",82560
"11085",82560
"11086",82560
"11087",82560
"11088",82560
"11089",82560
"11090",82560
"11091",82560
"11092",82560
"11093",82560
"11094",82560
"11095",82560
"11096",82560
"11097",82560
"11098",82560
"11099",82560
"11100",82560
"11101",82560
"11102",82560
"11103",82560
"11104",82560
"11105",82560
"11106",82560
"11107",82560
"11108",82560
"11109",82560
"11110",82560
"11111",82560
"11112",82560
"11113",82560
"11114",82560
"11115",82560
"11116",82560
"11117",82560
"11118",82560
"11119",82560
"11120",82560
"11121",82560
"11122",82560
"11123",82560
"11124",82560
"11125",82560
"11126",82560
"11127",82560
"11128",82560
"11129",82560
"11130",82560
"11131",82560
"11132",82560
"11133",82560
"11134",82560
"11135",82560
"11136",82560
"11137",82560
"11138",82560
"11139",82560
"11140",82560
"11141",82560
"11142",82560
"11143",82560
"11144",82560
"11145",82560
"11146",82560
"11147",82560
"11148",82560
"11149",82560
"11150",82560
"11151",82560
"11152",82560
"11153",82560
"11154",82560
"11155",82560
"11156",82560
"11157",82560
"11158",82560
"11159",82560
"11160",82560
"11161",82560
"11162",82560
"11163",82560
"11164",82560
"11165",82560
"11166",82560
"11167",82560
"11168",82560
"11169",82560
"11170",82560
"11171",82560
"11172",82560
"11173",82560
"11174",82560
"11175",82560
"11176",82560
"11177",82560
"11178",82560
"11179",82560
"11180",82560
"11181",82560
"11182",82560
"11183",82560
"11184",82560
"11185",82560
"11186",82560
"11187",82560
"11188",82560
"11189",82560
"11190",82560
"11191",82560
"11192",82560
"11193",82560
"11194",82560
"11195",82560
"11196",82560
"11197",82560
"11198",82560
"11199",82560
"11200",82560
"11201",82560
"11202",82560
"11203",82560
"11204",82560
"11205",82560
"11206",82560
"11207",82560
"11208",82560
"11209",82560
"11210",82560
"11211",82560
"11212",82560
"11213",82560
"11214",82560
"11215",82560
"11216",82560
"11217",82560
"11218",82560
"11219",82560
"11220",82560
"11221",82560
"11222",82560
"11223",82560
"11224",82560
"11225",82560
"11226",82560
"11227",82560
"11228",82560
"11229",82560
"11230",82560
"11231",82560
"11232",82560
"11233",82560
"11234",82560
"11235",82560
"11236",82560
"11237",82560
"11238",82560
"11239",82560
"11240",82560
"11241",82560
"11242",82560
"11243",82560
"11244",82560
"11245",82560
"11246",82560
"11247",82560
"11248",82560
"11249",82560
"11250",82560
"11251",82560
"11252",82560
"11253",82560
"11254",82560
"11255",82560
"11256",82560
"11257",82560
"11258",82560
"11259",82560
"11260",82560
"11261",82560
"11262",82560
"11263",82560
"11264",82560
"11265",82560
"11266",82560
"11267",82560
"11268",82560
"11269",82560
"11270",82560
"11271",82560
"11272",82560
"11273",82560
"11274",82560
"11275",82560
"11276",82560
"11277",82560
"11278",82560
"11279",82560
"11280",82560
"11281",82560
"11282",82560
"11283",82560
"11284",82560
"11285",82560
"11286",82560
"11287",82560
"11288",82560
"11289",82560
"11290",82560
"11291",82560
"11292",82560
"11293",82560
"11294",82560
"11295",82560
"11296",82560
"11297",82560
"11298",82560
"11299",82560
"11300",82560
"11301",82560
"11302",82560
"11303",82560
"11304",82560
"11305",82560
"11306",82560
"11307",82560
"11308",82560
"11309",82560
"11310",82560
"11311",82560
"11312",82560
"11313",82560
"11314",82560
"11315",82560
"11316",82560
"11317",82560
"11318",82560
"11319",82560
"11320",82560
"11321",82560
"11322",82560
"11323",82560
"11324",82560
"11325",82560
"11326",82560
"11327",82560
"11328",82560
"11329",82560
"11330",82560
"11331",82560
"11332",82560
"11333",82560
"11334",82560
"11335",82560
"11336",82560
"11337",82560
"11338",82560
"11339",82560
"11340",82560
"11341",82560
"11342",82560
"11343",82560
"11344",82560
"11345",82560
"11346",82560
"11347",82560
"11348",82560
"11349",82560
"11350",82560
"11351",82560
"11352",82560
"11353",82560
"11354",82560
"11355",82560
"11356",82560
"11357",82560
"11358",82560
"11359",82560
"11360",82560
"11361",82560
"11362",82560
"11363",82560
"11364",82560
"11365",82560
"11366",82560
"11367",82560
"11368",82560
"11369",82560
"11370",82560
"11371",82560
"11372",82560
"11373",82560
"11374",82560
"11375",82560
"11376",82560
"11377",82560
"11378",82560
"11379",82560
"11380",82560
"11381",82560
"11382",82560
"11383",82560
"11384",82560
"11385",82560
"11386",82560
"11387",82560
"11388",82560
"11389",82560
"11390",82560
"11391",82560
"11392",82560
"11393",82560
"11394",82560
"11395",82560
"11396",82560
"11397",82560
"11398",82560
"11399",82560
"11400",82560
"11401",82560
"11402",82560
"11403",82560
"11404",82560
"11405",82560
"11406",82560
"11407",82560
"11408",82560
"11409",82560
"11410",82560
"11411",82560
"11412",82560
"11413",82560
"11414",82560
"11415",82560
"11416",82560
"11417",82560
"11418",82560
"11419",82560
"11420",82560
"11421",82560
"11422",82560
"11423",82560
"11424",82560
"11425",82560
"11426",82560
"11427",82560
"11428",82560
"11429",82560
"11430",82560
"11431",82560
"11432",82560
"11433",82560
"11434",82560
"11435",82560
"11436",82560
"11437",82560
"11438",82560
"11439",82560
"11440",82560
"11441",82560
"11442",82560
"11443",82560
"11444",82560
"11445",82560
"11446",82560
"11447",82560
"11448",82560
"11449",82560
"11450",82560
"11451",82560
"11452",82560
"11453",82560
"11454",82560
"11455",82560
"11456",82560
"11457",82560
"11458",82560
"11459",82560
"11460",82560
"11461",82560
"11462",82560
"11463",82560
"11464",82560
"11465",82560
"11466",82560
"11467",82560
"11468",82560
"11469",82560
"11470",82560
"11471",82560
"11472",82560
"11473",82560
"11474",82560
"11475",82560
"11476",82560
"11477",82560
"11478",82560
"11479",82560
"11480",82560
"11481",82560
"11482",82560
"11483",82560
"11484",82560
"11485",82560
"11486",82560
"11487",82560
"11488",82560
"11489",82560
"11490",82560
"11491",82560
"11492",82560
"11493",82560
"11494",82560
"11495",82560
"11496",82560
"11497",82560
"11498",82560
"11499",82560
"11500",82560
"11501",82560
"11502",82560
"11503",82560
"11504",82560
"11505",82560
"11506",82560
"11507",82560
"11508",82560
"11509",82560
"11510",82560
"11511",82560
"11512",82560
"11513",82560
"11514",82560
"11515",82560
"11516",82560
"11517",82560
"11518",82560
"11519",82560
"11520",82560
"11521",82560
"11522",82560
"11523",82560
"11524",82560
"11525",82560
"11526",82560
"11527",82560
"11528",82560
"11529",82560
"11530",82560
"11531",82560
"11532",82560
"11533",82560
"11534",82560
"11535",82560
"11536",82560
"11537",82560
"11538",82560
"11539",82560
"11540",82560
"11541",82560
"11542",82560
"11543",82560
"11544",82560
"11545",82560
"11546",82560
"11547",82560
"11548",82560
"11549",82560
"11550",82560
"11551",82560
"11552",82560
"11553",82560
"11554",82560
"11555",82560
"11556",82560
"11557",82560
"11558",82560
"11559",82560
"11560",82560
"11561",82560
"11562",82560
"11563",82560
"11564",82560
"11565",82560
"11566",82560
"11567",82560
"11568",82560
"11569",82560
"11570",82560
"11571",82560
"11572",82560
"11573",82560
"11574",82560
"11575",82560
"11576",82560
"11577",82560
"11578",82560
"11579",82560
"11580",82560
"11581",82560
"11582",82560
"11583",82560
"11584",82560
"11585",82560
"11586",82560
"11587",82560
"11588",82560
"11589",82560
"11590",82560
"11591",82560
"11592",82560
"11593",82560
"11594",82560
"11595",82560
"11596",82560
"11597",82560
"11598",82560
"11599",82560
"11600",82560
"11601",82560
"11602",82560
"11603",82560
"11604",82560
"11605",82560
"11606",82560
"11607",82560
"11608",82560
"11609",82560
"11610",82560
"11611",82560
"11612",82560
"11613",82560
"11614",82560
"11615",82560
"11616",82560
"11617",82560
"11618",82560
"11619",82560
"11620",82560
"11621",82560
"11622",82560
"11623",82560
"11624",82560
"11625",82560
"11626",82560
"11627",82560
"11628",82560
"11629",82560
"11630",82560
"11631",82560
"11632",82560
"11633",82560
"11634",82560
"11635",82560
"11636",82560
"11637",82560
"11638",82560
"11639",82560
"11640",82560
"11641",82560
"11642",82560
"11643",82560
"11644",82560
"11645",82560
"11646",82560
"11647",82560
"11648",82560
"11649",82560
"11650",82560
"11651",82560
"11652",82560
"11653",82560
"11654",82560
"11655",82560
"11656",82560
"11657",82560
"11658",82560
"11659",82560
"11660",82560
"11661",82560
"11662",82560
"11663",82560
"11664",82560
"11665",82560
"11666",82560
"11667",82560
"11668",82560
"11669",82560
"11670",82560
"11671",82560
"11672",82560
"11673",82560
"11674",82560
"11675",82560
"11676",82560
"11677",82560
"11678",82560
"11679",82560
"11680",82560
"11681",82560
"11682",82560
"11683",82560
"11684",82560
"11685",82560
"11686",82560
"11687",82560
"11688",82560
"11689",82560
"11690",82560
"11691",82560
"11692",82560
"11693",82560
"11694",82560
"11695",82560
"11696",82560
"11697",82560
"11698",82560
"11699",82560
"11700",82560
"11701",82560
"11702",82560
"11703",82560
"11704",82560
"11705",82560
"11706",82560
"11707",82560
"11708",82560
"11709",82560
"11710",82560
"11711",82560
"11712",82560
"11713",82560
"11714",82560
"11715",82560
"11716",82560
"11717",82560
"11718",82560
"11719",82560
"11720",82560
"11721",82560
"11722",82560
"11723",82560
"11724",82560
"11725",82560
"11726",82560
"11727",82560
"11728",82560
"11729",82560
"11730",82560
"11731",82560
"11732",82560
"11733",82560
"11734",82560
"11735",82560
"11736",82560
"11737",82560
"11738",82560
"11739",82560
"11740",82560
"11741",82560
"11742",82560
